1600	100																																																																
1584	99																																																																
1568	98																																																																
1552	97																																																																
1536	96																																																																
1520	95																																																																
1504	94																																																																
1488	93																																																																
1472	92																																																																
1456	91																																																																
1440	90																																																																
1424	89																																																																
1408	88																																																																
1392	87																																																																
1376	86																																																																
1360	85																																																																
1344	84																																																																
1328	83																																																																
1312	82																																																																
1296	81																																																																
1280	80																																																																
1264	79																																																																
1248	78																																																																
1232	77																																																																
1216	76																																																																
1200	75																																																																
1184	74																																																																
1168	73																																																																
1152	72																																																																
1136	71																																																																
1120	70																																																																
1104	69																																																																
1088	68																																																																
1072	67																																																																
1056	66																																																																
1040	65																																																																
1024	64																																																																
1008	63																																																																
992	62																																																																
976	61																																																																
960	60																																																																
944	59																																																																
928	58																																																																
912	57																																																																
896	56																																																																
880	55																																																																
864	54																																																																
848	53																																																																
832	52																																																																
816	51																																																																
800	50																																																																
784	49																																																																
768	48																																																																
752	47																																																																
736	46																																																																
720	45																																																																
704	44																																																																
688	43																																																																
672	42																																																																
656	41																																																																
640	40																																																																
624	39																																																																
608	38																																																																
592	37																																																																
576	36																																																																
560	35																																																																
544	34																																																																
528	33																																																																
512	32																																																																
496	31																																																																
480	30																																																																
464	29																																																																
448	28																																																																
432	27																																																																
416	26																																																																
400	25																																																																
384	24																																																																
368	23																																																																
352	22																																																																
336	21																																																																
320	20																																																																
304	19																																																																
288	18																																																																
272	17																																																																
256	16	0									0	0	0	0	0																																																		
240	15	0									0	0	0	0	0																																																		
224	14	0									0	0	0	0	0																																																		
208	13	0									0	0	0	0	0																																																		
192	12	0									0	0	0	0	0																																																		
176	11	0									0	0	0	0	0																																																		
160	10	0									0	0	0	0	0																																																		
144	9	0									0	0	0	0	0																																																		
128	8	0									0	0	0	0	0																																																		
112	7	0																																																															
96	6	0																																																															
80	5	0																																																															
64	4	0																																																															
48	3	0									0	0	0	0	0																																																		
32	2	0									0	0	0	0	0																																																		
16	1	0		99							0	0	0	0	0																																																		
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-16	-1																																																																
-32	-2																																																																
-48	-3																																																																
-64	-4																																																																
-80	-5																																																																
-96	-6																																																																
-112	-7																																																																
-128	-8																																																																
-144	-9																																																																
-160	-10																																																																
-176	-11																																																																
-192	-12																																																																
-208	-13																																																																
-224	-14																																																																
-240	-15																																																																
-256	-16																																																																
-272	-17																																																																
-288	-18																																																																
-304	-19																																																																
-320	-20																																																																
-336	-21																																																																
-352	-22																																																																
-368	-23																																																																
-384	-24																																																																
-400	-25																																																																
-416	-26																																																																
-432	-27																																																																
-448	-28																																																																
-464	-29																																																																
-480	-30																																																																
-496	-31																																																																
-512	-32																																																																
-528	-33																																																																
-544	-34																																																																
-560	-35																																																																
-576	-36																																																																
-592	-37																																																																
-608	-38																																																																
-624	-39																																																																
-640	-40																																																																
-656	-41																																																																
-672	-42																																																																
-688	-43																																																																
-704	-44																																																																
-720	-45																																																																
-736	-46																																																																
-752	-47																																																																
-768	-48																																																																
-784	-49																																																																
-800	-50																																																																
-816	-51																																																																
-832	-52																																																																
-848	-53																																																																
-864	-54																																																																
-880	-55																																																																
-896	-56																																																																
-912	-57																																																																
-928	-58																																																																
-944	-59																																																																
-960	-60																																																																
-976	-61																																																																
-992	-62																																																																
-1008	-63																																																																
-1024	-64																																																																
-1040	-65																																																																
-1056	-66																																																																
-1072	-67																																																																
-1088	-68																																																																
-1104	-69																																																																
-1120	-70																																																																
-1136	-71																																																																
-1152	-72																																																																
-1168	-73																																																																
-1184	-74																																																																
-1200	-75																																																																
-1216	-76																																																																
-1232	-77																																																																
-1248	-78																																																																
-1264	-79																																																																
-1280	-80																																																																
-1296	-81																																																																
-1312	-82																																																																
-1328	-83																																																																
-1344	-84																																																																
-1360	-85																																																																
-1376	-86																																																																
-1392	-87																																																																
-1408	-88																																																																
-1424	-89																																																																
-1440	-90																																																																
-1456	-91																																																																
-1472	-92																																																																
-1488	-93																																																																
-1504	-94																																																																
-1520	-95																																																																
-1536	-96																																																																
-1552	-97																																																																
-1568	-98																																																																
-1584	-99																																																																
-1600	-100																																																																
